-,fluxes,reduced_costs
R01127__cytop,-0.007122717363253362,-0.007122717363253362
R08175__mito,0.0,0.0
TR2900128_PLAS__mitmem,-0.008887057448919806,-0.008887057448919806
R07092__chlo,0.0,0.0
R04959__mito,0.0,0.0
R07392__cytop,9.312286798947667e-05,9.312286798947667e-05
R08295__cytop,0.0,0.0
TO1000320_PLAS__plas,0.0,0.0
R01896__cytop,0.0,0.0
R07354__cytop,0.0,0.0
R03656__mito,0.0,0.0
R00999__cytop,0.0,0.0
R01863__cytop,0.0,0.0
R01814__cytop,0.0,0.0
R05066__mito,0.000999836963373525,0.000999836963373525
TO1000306_PLAS__plas,0.0,0.0
R07265__e_r_,0.0,0.0
R03401__cytop,0.0,0.0
R02472__cytop,0.0,0.0
R09823__chlo,0.0,0.0
R02918__cytop,0.0005078501709556406,0.0005078501709556406
R00966__cytop,0.0,0.0
R08182__mito,0.0,0.0
T_2OXOADPtim__mitmem,0.0,0.0
R01177__pero,0.0,0.0
R04427__chlo,0.0,0.0
R01471__cytop,0.0,0.0
R01859__mito,1.809949250924361e-06,1.809949250924361e-06
R03546__mito,0.0,0.0
TI3001341_PLAS__plas,0.0,0.0
EX_C00051__dra,0.0,0.0
R03875__cytop,9.221757049881418e-05,9.221757049881418e-05
R04968__cytop,0.0,0.0
EX_C00473__dra,0.0,0.0
T_Hydrogen_Peroxide_V3__permem,0.10589352592786117,0.10589352592786117
R01699__chlo,0.006217205706491305,0.006217205706491305
R08251__cytop,0.0,0.0
PRISM_high_pressure_sodium__extr,0.0,0.0
R02566__mito,0.0,0.0
R02687__e_r_,0.0,0.0
TR0000242_PLAS__plas,-0.01023998444996954,-0.01023998444996954
R03394__e_r_,0.0,0.0
R08698__cytop,0.0,0.0
R07481__chlo,0.0,0.0
R07100__chlo,0.0,0.0
R04199__chlo,0.0010051895825303927,0.0010051895825303927
R04543__cytop,0.0,0.0
EX_C05443__dra,0.0,0.0
R02135__chlo,1.039689072898568e-06,1.039689072898568e-06
R00710__cytop,4.659587574747437e-06,4.659587574747437e-06
R06194__cytop,0.0,0.0
R00842__mito,-0.00614924595360553,-0.00614924595360553
R00847__cytop,0.0,0.0
R08146__cytop,0.0,0.0
R02765__mito,-1.809949250924361e-06,-1.809949250924361e-06
R01802__e_r_,3.174013361836112e-05,3.174013361836112e-05
EX_C00162__dra,0.0,0.0
R08093__mito,0.0,0.0
T_FattyAcid_V2__chlomem,0.0,0.0
R00517__nucl,0.0,0.0
R00659__mito,0.0124842656454105,0.0124842656454105
R03658__mito,0.0,0.0
R07023__chlo,0.0,0.0
R07057__e_r_,0.0,0.0
R04746__pero,0.0,0.0
PKS_C206__cytop,0.0,0.0
R00428__cytop,1.9267128175141836e-06,1.9267128175141836e-06
R12171__e_r_,0.0,0.0
R01226__mito,0.006742789108160363,0.006742789108160363
TO3000348_PLAS__chlomem,7.172680771835442e-07,7.172680771835442e-07
R02740__cytop,-0.043899546795013004,-0.043899546795013004
R05595__mito,0.0,0.0
R07500__e_r_,0.0,0.0
R02371__nucl,0.0,0.0
R01078__mito,1.8099492509244348e-06,1.8099492509244348e-06
R07004__chlo,0.0,0.0
R04965__cytop,0.0,0.0
R04682__cytop,0.0,0.0
R02095__mito,0.0,0.0
T_SLC25A20__mitmem,0.0,0.0
R11763__cytop,0.0,0.0
R07116__e_r_,0.0,0.0
R02097__nucl,0.0,0.0
R00589__chlo,0.0,0.0
R00970__nucl,0.0,0.0
TI3000051_E_R___ermem,0.0,0.0
R01624__cytop,0.0001635619451775868,0.0001635619451775868
T_H2O__plas,0.3965624871044738,0.3965624871044738
R00694__mito,0.0,0.0
R02433__chlo,0.0,0.0
R00332__cytop,0.0035441934407389923,0.0035441934407389923
R03283__mito,0.0,0.0
EX_C00121__dra,0.0,0.0
R00899__cytop,0.0,0.0
TO1100751_PLAS__plas,0.0,0.0
R00888__cytop,1.965710320440883e-05,1.965710320440883e-05
T_Hexadecanoyl_CoA__chlomem,0.0,0.0
T_L_Valine_V1__mitmem,0.0010016470411534119,0.0010016470411534119
R03184__cytop,0.0,0.0
R01665__cytop,0.0,0.0
TO1000051_PLAS__plas,0.0,0.0
R03222__chlo,0.0009877064427586825,0.0009877064427586825
RXN_16380__mito,1.5395670849294163e-17,1.5395670849294163e-17
R03478__nucl,0.0,0.0
R00927__mito,0.0,0.0
R12185__cytop,0.00219741290245718,0.00219741290245718
R07618__mito,0.008257190097168526,0.008257190097168526
R11308__extr,0.0,0.0
R00479__mito,0.0032021954412098327,0.0032021954412098327
EX_C05080__dra,0.0,0.0
R07002__chlo,0.0,0.0
TO1001526_PLAS__plas,0.0,0.0
R04929__mito,0.0,0.0
R01137__mito,0.0,0.0
R00335__e_r_,0.0,0.0
R08159__chlo,0.00011127925776174167,0.00011127925776174167
R00895__chlo,0.0,0.0
R00289__chlo,-0.00038439205145430393,-0.00038439205145430393
R05919__e_r_,0.0,0.0
R10040__extr,0.0,0.0
R08782__chlo,5.886346575772065e-07,5.886346575772065e-07
R01010__extr,0.0,0.0
R02874__e_r_,0.0,0.0
R10992__pero,0.0,0.0
R00178__cytop,0.0,0.0
R03200__e_r_,0.0,0.0
R07055__chlo,0.0,0.0
R04378__cytop,0.0,0.0
EX_C00097__dra,0.0,0.0
R01227__cytop,0.0,0.0
R09380__e_r_,0.0,0.0
T_H2S__chlomem,0.00103246777832466,0.00103246777832466
R03316__mito,0.0,0.0
R01004__chlo,0.0,0.0
EX_C00148__dra,0.0,0.0
T_CTP__ermem,3.174013361836112e-05,3.174013361836112e-05
R02872__e_r_,0.0,0.0
R07213__cytop,0.0,0.0
T_Formaldehyde_V1__permem,1.8099492509244348e-06,1.8099492509244348e-06
EX_C00942__dra,0.0,0.0
EX_C16837__dra,0.0,0.0
R02527__cytop,0.0,0.0
PRISM_metal_halide__extr,1.0,1.0
R01518__cytop,-0.0207132025048052,-0.0207132025048052
R03628__cytop,0.0,0.0
R02568__cytop,0.0,0.0
R08232__nucl,0.0,0.0
T__11Z_14Z_17Z__Icosatrienoyl_CoA__ermem,0.0,0.0
R04960__mito,0.0,0.0
R02557__cytop,0.0,0.0
R04880__cytop,0.0,0.0
TO1000381_PLAS__plas,0.0,0.0
R01186__mito,0.0,0.0
R07025__chlo,0.0,0.0
R01529__cytop,-0.2709473527701974,-0.2709473527701974
R10089__cytop,1.7892239513188422e-06,1.7892239513188422e-06
R04901__cytop,0.0,0.0
R09450_V1__cytop,0.00030122175817607385,0.00030122175817607385
T_ATP__nucmem,0.0,0.0
R01224__cytop,0.0,0.0
R04639__cytop,-1.9267128175141836e-06,-1.9267128175141836e-06
T_CDP_Choline__ermem,0.00012170088721888571,0.00012170088721888571
EX_C00175__dra,0.0,0.0
R02985__chlo,0.0,0.0
PKS_C102__cytop,0.0,0.0
PRISM_red_LED_674nm__extr,5.657721853111262,5.657721853111262
R04502__cytop,0.0,0.0
R00719__cytop,0.0,0.0
R00734__mito,5.121830036977981e-07,5.121830036977981e-07
R07025__cytop,0.0,0.0
R02918__chlo,0.0,0.0
R04945__mito,0.0,0.0
R08705__cytop,1.4788063582920573e-05,1.4788063582920573e-05
CYSPH_RXN__cytop,0.0005091808777771678,0.0005091808777771678
RXN_13001__e_r_,0.002720588363023729,0.002720588363023729
R09424__chlo,0.0,0.0
R09404__chlo,0.0,0.0
TI3000697_PLAS__plas,0.0,0.0
R07012__cytop,0.0,0.0
R07781__cytop,0.0,0.0
EX_C00577__dra,0.0,0.0
R11766__cytop,0.0,0.0
R09450__cytop,5.9476782758129816e-05,5.9476782758129816e-05
TO3000758_PLAS__plas,0.0,0.0
R06941__pero,0.0,0.0
OAADCO__mito,5.429847752773304e-06,5.429847752773304e-06
R01773__cytop,0.0005091808777771678,0.0005091808777771678
5DORI__cytop,4.659587574747437e-06,4.659587574747437e-06
R04961__chlo,0.0,0.0
R08391__e_r_,0.0,0.0
R04725__chlo,0.009692144242233676,0.009692144242233676
R03408__chlo,0.0,0.0
R04137__pero,0.0,0.0
R10035__vacu,0.0,0.0
T_L_Glutamine__vacmem,0.0,0.0
R03990__pero,0.0,0.0
R07613__chlo,-0.0010051895825303927,-0.0010051895825303927
EX_C00695__dra,0.0,0.0
TO1101257_PLAS__plas,0.0,0.0
R05693__cytop,0.0,0.0
R03089__chlo,0.0,0.0
R03524__cytop,0.0,0.0
R07276__chlo,0.0,0.0
R00259__chlo,0.0,0.0
EX_C16543__dra,0.0,0.0
EX_C03742__dra,0.0,0.0
TO1000119_PLAS__plas,0.0,0.0
R12658__mito,5.121830036977981e-07,5.121830036977981e-07
EX_C00956__dra,0.0,0.0
TO1002611_PLAS__plas,0.0,0.0
R00691__chlo,0.001280990991911722,0.001280990991911722
R02326__cytop,0.0,0.0
R01549__cytop,0.0,0.0
R09433__cytop,0.0,0.0
DM_photon646__chlo,2.5395615455370044,2.5395615455370044
R00491__e_r_,0.0,0.0
R07273__mito,0.0,0.0
R08107__e_r_,0.0,0.0
R07411__cytop,0.0,0.0
R07943__chlo,0.0,0.0
R07499__e_r_,0.0,0.0
R00253__chlo,0.0,0.0
R03083__chlo,0.0015766917977093787,0.0015766917977093787
R07395__cytop,9.312286798947667e-05,9.312286798947667e-05
R02382__cytop,0.0,0.0
R04740__chlo,0.0,0.0
TR0000099_PLAS__mitmem,0.0,0.0
R09420__chlo,0.0,0.0
TI3001535_PLAS__plas,0.0,0.0
EX_C00037__dra,0.0,0.0
R09406__chlo,0.0,0.0
T_H2O_V1__chlomem,0.5288611349181991,0.5288611349181991
R01776__mito,0.0,0.0
T_H2O_V4__golmem,0.0,0.0
R08265__e_r_,0.0,0.0
EX_C00504__dra,0.0,0.0
EX_C05394__dra,0.0,0.0
R03956__mito,0.0,0.0
R04285__cytop,0.0,0.0
TR2000105_PLAS__mitmem,0.0524229256025629,0.0524229256025629
R00363__mito,0.0,0.0
R07070__e_r_,0.0,0.0
R03814__e_r_,0.0006883014067535645,0.0006883014067535645
R05051__cytop,0.0,0.0
R12375__cytop,0.0,0.0
R08267__chlo,0.0,0.0
R08178__pero,0.0,0.0
EX_C00155__dra,0.0,0.0
R00425__chlo,2.7067974301798665e-06,2.7067974301798665e-06
R03181__cytop,0.0,0.0
R04241__cytop,0.0,0.0
TO1000366_PLAS__plas,0.0,0.0
TO0000149_PLAS__plas,0.0,0.0
RXN_19211_V2__chlo,0.0,0.0
T_SLC25A17__permem,0.0,0.0
R09920__e_r_,0.0,0.0
R00533__cytop,0.0,0.0
R01616__mito,5.121830036977981e-07,5.121830036977981e-07
R01388__mito,0.0,0.0
R07021__e_r_,0.0,0.0
R08176__pero,0.0,0.0
T_Acetate_V1__mitmem,-0.019101961814859843,-0.019101961814859843
TO3000354_E_R___ermem,0.0,0.0
EX_C03360__dra,0.0,0.0
R04535__cytop,6.938893903907228e-18,6.938893903907228e-18
R03276__pero,0.0,0.0
R02371__cytop,0.0,0.0
R09408__chlo,0.0,0.0
R08095__mito,0.0,0.0
R10183__cytop,0.0,0.0
R04150__pero,0.0,0.0
R07362__cytop,0.0,0.0
R03088__e_r_,0.0,0.0
EX_C00135__dra,0.0,0.0
R01411__nucl,0.0,0.0
R00036__chlo,0.00395082577103473,0.00395082577103473
R09421__e_r_,0.0,0.0
R00026__cytop,0.0,0.0
R01561__cytop,0.0019066184369698502,0.0019066184369698502
EX_C07054__dra,0.0,0.0
R04748__pero,0.0,0.0
TO1000161_PLAS__plas,0.0,0.0
R01073__chlo,0.00029377409298014275,0.00029377409298014275
R04834__mito,0.0,0.0
T_MALICITtm__mitmem,-0.00227696135546243,-0.00227696135546243
R04724__mito,0.0,0.0
R02926__cytop,0.0,0.0
R03105__chlo,0.0,0.0
R06522__e_r_,0.0,0.0
T_PYR__permem,0.0,0.0
R10928__cytop,0.0,0.0
R06171__chlo,0.0,0.0
R01658__chlo,0.0014012560697359352,0.0014012560697359352
R04065__chlo,0.0,0.0
R00209__cytop,0.0,0.0
R04496__e_r_,0.0,0.0
R01598__cytop,0.0,0.0
R05050__chlo,0.0,0.0
R04678__e_r_,0.0,0.0
T_L_Phenylalanine__chlomem,-0.001280990991911722,-0.001280990991911722
R07085__e_r_,0.0,0.0
R02323__cytop,0.0,0.0
T_L_Cysteine__chlomem,-0.00189786487160191,-0.00189786487160191
R02135__extr,0.0,0.0
R01969__cytop,0.0,0.0
R07091__cytop,0.0,0.0
R04404__cytop,0.0,0.0
R01186__cytop,0.0,0.0
R01286__mito,0.0,0.0
T_Hexadecenal__ermem,0.0,0.0
EX_C04501__dra,0.0,0.0
R00355__chlo,0.0028648142694515273,0.0028648142694515273
R01057__cytop,0.0019066184369698502,0.0019066184369698502
R08192__cytop,0.0,0.0
R07888__pero,0.0,0.0
R07051__e_r_,0.0,0.0
R03877__cytop,0.0,0.0
R11125__cytop,0.0,0.0
R03012__cytop,0.0,0.0
e_Biomass__cytop,0.010041327328290899,0.010041327328290899
T_L_Ornithine__chlomem,-0.0016655097779706344,-0.0016655097779706344
EX_C01898__dra,0.0,0.0
R02521__cytop,0.0,0.0
R02037__cytop,0.00012170088721888571,0.00012170088721888571
T_Phosphatidate__chlomem,-0.00039647598558771574,-0.00039647598558771574
R00481__cytop,1.2595268644971465e-06,1.2595268644971465e-06
R00570__chlo,0.0052772549057852215,0.0052772549057852215
R08210__chlo,0.001401256069735935,0.001401256069735935
R03451__mito,0.0,0.0
R02021__cytop,0.0009347137213623041,0.0009347137213623041
T_L_Ascorbate_V1__mitmem,0.0,0.0
R00970__cytop,0.0,0.0
R03362__nucl,0.0,0.0
R00942__nucl,0.0,0.0
R09251__mito,0.0,0.0
R00489__cytop,1.8100777798872245e-06,1.8100777798872245e-06
R00084__chlo,0.0009877064427586825,0.0009877064427586825
R00004__chlo,0.1443125205841971,0.1443125205841971
R09408__e_r_,0.0,0.0
R07461__chlo,1.039689072898568e-06,1.039689072898568e-06
R10040__vacu,0.0,0.0
R04167__chlo,0.0,0.0
PKS_C123__cytop,0.0,0.0
R01801__mito,0.0,0.0
TI3000689_PLAS__plas,0.0,0.0
R10065__cytop,0.0,0.0
R12570__mito,0.0,0.0
R10040__e_r_,0.0,0.0
R04209__cytop,0.006564452198114205,0.006564452198114205
R00731__cytop,0.0,0.0
EX_C00670__dra,0.0,0.0
R04970__cytop,0.0,0.0
R04746__chlo,0.0,0.0
T_Riboflavin__chlomem,1.1749055867013334e-06,1.1749055867013334e-06
R05639__e_r_,0.0,0.0
R04441__chlo,0.0,0.0
TI3000296_PLAS__plas,0.0,0.0
R00497__cytop,0.0,0.0
R00160__chlo,0.0,0.0
R03815__mito,0.005562591219176852,0.005562591219176852
R04001__chlo,0.0,0.0
EX_C03708__dra,0.0,0.0
R03629__e_r_,0.0,0.0
R04247__cytop,0.0,0.0
R03858__mito,0.0,0.0
R10281__chlo,0.0,0.0
R04965__chlo,0.009692144242233676,0.009692144242233676
RXN_13302__e_r_,0.0,0.0
R07098__chlo,0.0,0.0
T_SLC25A17_V6__permem,0.0,0.0
R04566__cytop,0.0,0.0
R01090__chlo,0.0,0.0
R02887__extr,0.0,0.0
R04231__cytop,0.0,0.0
R04945__cytop,0.0,0.0
R05085__mito,0.0,0.0
R04741__mito,0.0,0.0
R03599__cytop,0.0,0.0
R04433__mito,0.0,0.0
R05755__cytop,0.0,0.0
R00328__golg,0.0,0.0
R08245__mito,0.0,0.0
R00705__pero,0.0,0.0
EX_C15681__dra,0.0,0.0
R07069__cytop,0.0,0.0
TO1001608_PLAS__plas,0.0,0.0
R01137__cytop,0.0,0.0
R00258__mito,0.0032795326014614353,0.0032795326014614353
T_SAM__chlomem,1.0396890728985551e-06,1.0396890728985551e-06
R08244__cytop,0.0,0.0
T_4_Aminobutanoate__chlomem,0.0,0.0
R08772__mito,5.121830036977981e-07,5.121830036977981e-07
R00352__cytop,0.0,0.0
R00350__mito,0.0,0.0
R05305__mito,0.0,0.0
PKS_C164__cytop,0.0,0.0
R02933__cytop,-2.5107234438385283e-06,-2.5107234438385283e-06
R07094__cytop,0.0,0.0
R05980__e_r_,0.0,0.0
T_PCHOL_HStg__golmem,-6.776263578034403e-21,-6.776263578034403e-21
TO1000069_PLAS__plas,0.0,0.0
R01706__cytop,0.0,0.0
TO1000411_PLAS__plas,0.0,0.0
R02367__cytop,0.0,0.0
R01183__cytop,0.0,0.0
TR2000107_PLAS__chlomem,-0.24376186535690758,-0.24376186535690758
R03004__cytop,0.0,0.0
TO1100074_PLAS__mitmem,0.0,0.0
R02101__cytop,0.0023938736825131774,0.0023938736825131774
R00727__mito,0.0,0.0
PRISM_incandescent_60W__extr,0.0,0.0
T_L_Cysteine_V1__mitmem,0.00653318125382427,0.00653318125382427
R00569__cytop,0.0,0.0
R11044__chlo,0.0,0.0
TI3000016_PLAS__plas,0.0,0.0
R11861__cytop,0.0,0.0
R03383__mito,0.000999836963373525,0.000999836963373525
R08186__mito,0.0,0.0
TO0000309_PLAS__plas,0.0,0.0
T_1_Phosphatidyl_D_myo_inositol__nucmem,0.0,0.0
R04330__e_r_,0.0,0.0
EX_C00101__dra,0.0,0.0
R02736__chlo,0.0,0.0
R01870__cytop,-0.0063681554479385885,-0.0063681554479385885
R06412__pero,0.0,0.0
EX_C01324__dra,0.0,0.0
EX_C05973__dra,0.0,0.0
TZ2900000_PLAS__vacmem,0.0,0.0
R02985__extr,0.0,0.0
R04847__mito,0.0,0.0
R07000__chlo,0.0,0.0
R07048__e_r_,0.0,0.0
R02619__chlo,0.0,0.0
R00899__pero,0.0,0.0
R04922__e_r_,0.0,0.0
EX_C00064__dra,0.0,0.0
R02073__cytop,-0.10951172895044323,-0.10951172895044323
R10463__chlo,0.0,0.0
R02026__mito,0.0,0.0
R10991__mito,0.0,0.0
T_SAMT1__chlomem,0.0009875778093390761,0.0009875778093390761
R02250__e_r_,0.0,0.0
R04494__cytop,0.0,0.0
R00722__chlo,0.0,0.0
T_L_Homocysteine__chlomem,0.0,0.0
T_FADH2_V1__permem,0.05202171065301606,0.05202171065301606
R01375__mito,0.0,0.0
R07491__e_r_,0.0,0.0
R08345__e_r_,0.0,0.0
TO0001217_PLAS__vacmem,0.0,0.0
EX_C00407__dra,0.0,0.0
T__9Z_12Z_15Z__Octadecatrienoyl_CoA__ermem,0.0004460765611941394,0.0004460765611941394
R03857__pero,0.0,0.0
R03004__nucl,0.0,0.0
R00267__mito,0.02692898372216834,0.02692898372216834
TR2000108_PLAS__chlomem,0.345566355799889,0.345566355799889
R00275__cytop,0.0,0.0
R02732__cytop,0.0,0.0
TO1122637_PLAS__plas,0.0,0.0
R03478__cytop,0.0,0.0
R01041__cytop,0.0,0.0
R04224__pero,0.0,0.0
TO1000232_PLAS__plas,0.0,0.0
R01711__cytop,0.0,0.0
R01384__golg,0.0,0.0
TO1000179_PLAS__plas,0.0,0.0
R00945__cytop,-0.011375164884447314,-0.011375164884447314
R05237__mito,0.0,0.0
TO0000654_PLAS__vacmem,0.0,0.0
R07267__cytop,0.0,0.0
TZ2900012_PLAS__mitmem,1.8557400587487185,1.8557400587487185
DEDOLP2__e_r_,0.0,0.0
R03443__chlo,0.0016655097779706344,0.0016655097779706344
R00829__mito,0.0,0.0
R00868__cytop,0.0,0.0
R04966__mito,0.0,0.0
R07486__e_r_,0.0,0.0
R02024__cytop,0.0,0.0
R02356__e_r_,0.0,0.0
R02800__chlo,0.0,0.0
R10117__mito,1.8099492509244348e-06,1.8099492509244348e-06
R06866__cytop,0.0,0.0
R04745__mito,0.0,0.0
T_FAD_V2__mitmem,0.030195187958771262,0.030195187958771262
R01956__cytop,0.0,0.0
R11323__mito,0.0,0.0
R03004__mito,0.0,0.0
R10118__chlo,0.0,0.0
R07501__cytop,0.0,0.0
R07760__e_r_,0.000978298711525298,0.000978298711525298
R01214__chlo,-0.00118019788898351,-0.00118019788898351
R10997__mito,1.8099492509244348e-06,1.8099492509244348e-06
R04754__mito,0.0,0.0
R03663__cytop,0.0011659888880338112,0.0011659888880338112
R01214__cytop,-0.0013670805438317354,-0.0013670805438317354
R05802__nucl,0.0,0.0
R04534__chlo,0.009692144242233676,0.009692144242233676
R10093__cytop,0.0,0.0
R06604__mito,0.0,0.0
R00451__chlo,0.0010051895825303927,0.0010051895825303927
R05549__cytop,0.0,0.0
R08177__mito,0.0,0.0
R07762__e_r_,0.0,0.0
R09224__cytop,0.0,0.0
R03012__chlo,0.0,0.0
R01793__cytop,0.0005089509886169156,0.0005089509886169156
R02239__chlo,0.00034535739559830587,0.00034535739559830587
TO0000056_PLAS__plas,0.0,0.0
R10122__mito,1.8099492509244348e-06,1.8099492509244348e-06
R08921__cytop,0.0,0.0
R00942__mito,0.0,0.0
R07094__chlo,0.0,0.0
R01678__cytop,0.0,0.0
R01384__cytop,2.945753909009403e-06,2.945753909009403e-06
TO1000039_PLAS__plas,0.0,0.0
R03504__cytop,1.9267128175141836e-06,1.9267128175141836e-06
R04747__mito,0.0,0.0
R04445__cytop,0.0,0.0
R01090__cytop,-0.0022465687561450116,-0.0022465687561450116
T_NADH_V1__ermem,0.0,0.0
R05238__chlo,0.0,0.0
R02300__mito,0.0,0.0
TE_1__cytop,0.0,0.0
R02957__chlo,0.0,0.0
R04355__cytop,0.0001635619451775868,0.0001635619451775868
EX_C16647__dra,0.0,0.0
R00354__mito,0.0,0.0
TY3000001_PLAS__plas,0.0,0.0
R10120__mito,1.8099492509244348e-06,1.8099492509244348e-06
R03508__chlo,0.00029377409298014275,0.00029377409298014275
R04903__chlo,0.0,0.0
T__GlcNAc_2_Man_5_Asn_1__golmem,0.0,0.0
R00105__mito,0.0,0.0
SOX__mito,0.3125291089081048,0.3125291089081048
R04958__cytop,6.938893903907228e-18,6.938893903907228e-18
EX_C00376__dra,0.0,0.0
TO1019001_PLAS__plas,0.0,0.0
R02748__cytop,0.0,0.0
R09137__cytop,0.0,0.0
R08924__mito,0.0,0.0
EX_C00309__dra,0.0,0.0
R00278__cytop,0.0,0.0
R02352__e_r_,0.0,0.0
R02240__chlo,0.0,0.0
R04970__chlo,0.009580864984471934,0.009580864984471934
TO3001046_PLAS__plas,0.0,0.0
R03600__chlo,0.0,0.0
R01845__cytop,0.0,0.0
R00942__cytop,0.0,0.0
R02649__chlo,0.0016655097779706344,0.0016655097779706344
RXN_12127__cytop,0.0,0.0
TI3000695_PLAS__plas,0.0,0.0
T_Prephenate__chlomem,0.0,0.0
R00571__cytop,0.0029540889135847973,0.0029540889135847973
R03239__cytop,0.0,0.0
R06942__mito,0.0,0.0
R10119__mito,1.8099492509244348e-06,1.8099492509244348e-06
T_2_Succinylbenzoate__permem,0.0,0.0
R01931__mito,0.0,0.0
R04726__cytop,0.0,0.0
R07316__cytop,0.0,0.0
TR0000209_PLAS__plas,0.0885376197346527,0.0885376197346527
R00085__golg,0.0,0.0
T_AKGCITtm__mitmem,0.0,0.0
EX_C00310__dra,0.0,0.0
R00335__golg,0.0,0.0
R11527__cytop,0.0,0.0
EX_C02110__dra,0.0,0.0
R07004__cytop,0.0,0.0
R04787__chlo,0.0,0.0
R06238__cytop,0.0,0.0
TR0000239_PLAS__plas,0.0,0.0
TO3000572_PLAS__plas,0.0,0.0
R03118__cytop,0.0002945322131934287,0.0002945322131934287
R08146__chlo,0.0,0.0
R04203__cytop,0.0,0.0
EX_C01233__dra,0.0,0.0
EX_C05993__dra,0.0,0.0
R06266__chlo,0.0009869891746814988,0.0009869891746814988
R08258__e_r_,0.0,0.0
R00355__cytop,-0.032711758876170005,-0.032711758876170005
R04785__cytop,0.0,0.0
R00221__cytop,0.0,0.0
R02887__e_r_,0.0,0.0
R06286_V1__chlo,0.0,0.0
R05551__cytop,0.0,0.0
R00571__mito,0.0,0.0
R06590__cytop,0.0,0.0
R08921__chlo,0.0,0.0
R02887__vacu,0.0,0.0
R08238__mito,0.0,0.0
R02905__cytop,0.0,0.0
T_Glycerol__permem,0.0,0.0
R01280__mito,0.0,0.0
TR6900007_PLAS__mitmem,0.0203898604375876,0.0203898604375876
R00491__cytop,0.0,0.0
R03650__cytop,0.00035259618846927084,0.00035259618846927084
R02565__cytop,0.0,0.0
R02978__e_r_,0.0,0.0
R00512__cytop,0.005850201897264166,0.005850201897264166
R02084__mito,5.429847752773304e-06,5.429847752773304e-06
R00986__chlo,0.0,0.0
R05801__cytop,0.0,0.0
R05259__e_r_,0.0,0.0
R09827__cytop,0.0,0.0
R04711__mito,0.0,0.0
T_S_Allantoin__mitmem,0.0,0.0
TO3001997_PLAS__plas,0.0,0.0
R00515__cytop,0.0,0.0
TO1015390_PLAS__plas,0.0,0.0
R05842__cytop,0.0,0.0
TI2903797_PLAS__mitmem,0.01208513861009565,0.01208513861009565
R00103__mito,0.0,0.0
R03102__cytop,0.0,0.0
R05086__chlo,0.0,0.0
R01655__mito,0.0,0.0
R01933__mito,0.0,0.0
R03236__cytop,0.0,0.0
TO0000205_PLAS__plas,0.0,0.0
R00494__cytop,0.0,0.0
R05041__cytop,0.0,0.0
R02558__chlo,0.0,0.0
TR2300186_PLAS__mitmem,0.0,0.0
R08198__cytop,0.0,0.0
R07140__cytop,0.007019441691127843,0.007019441691127843
R08980__cytop,0.0,0.0
PKS_C61__cytop,0.0,0.0
R04955__cytop,0.0001635619451775868,0.0001635619451775868
TO1000064_PLAS__plas,0.0,0.0
TO1000705_PLAS__plas,0.0,0.0
R00206__cytop,-0.18450336680027435,-0.18450336680027435
R04751__pero,0.0,0.0
R08181__pero,0.0,0.0
TI3000046_PLAS__plas,0.0,0.0
R01273__cytop,0.0,0.0
R03430__e_r_,0.0,0.0
T_Formate__ermem,0.0,0.0
R00342__cytop,-0.23860272571841368,-0.23860272571841368
R00104__chlo,2.106570939821445e-18,2.106570939821445e-18
R00185__cytop,0.0,0.0
EX_C01825__dra,0.0,0.0
TI0004098_PLAS__plas,0.0,0.0
R02135__cytop,0.0,0.0
R08182__cytop,0.0,0.0
R03038__cytop,0.00216945387259557,0.00216945387259557
R04125__mito,0.005562591219176852,0.005562591219176852
EX_C16836__dra,0.0,0.0
T_Hexadecanoyl_CoA_V1__permem,0.0,0.0
R07081__e_r_,0.0,0.0
R08380__cytop,0.0,0.0
T_Hexadecanal__ermem,0.0,0.0
R01582__cytop,0.0,0.0
R05724__e_r_,0.0,0.0
R01752__cytop,0.0,0.0
RXN_13306__e_r_,0.0,0.0
R04568__chlo,0.009692144242233676,0.009692144242233676
R03260__mito,0.0,0.0
EX_C19609__dra,0.0,0.0
T_Sulfite__chlomem,0.0009347137213623041,0.0009347137213623041
T__R__Lactate__mitmem,0.0,0.0
R00573__mito,0.0,0.0
EX_C00474__dra,0.0,0.0
T_Glycolate_V2__permem,0.0,0.0
R08231__cytop,0.0,0.0
EX_C01996__dra,0.0,0.0
R01397__cytop,0.0063681554479385885,0.0063681554479385885
DM_photon438__chlo,0.0,0.0
T_Cytidine__nucmem,0.0,0.0
T_ATPtg__golmem,0.0,0.0
R07281__chlo,5.413594860359733e-06,5.413594860359733e-06
R06869__cytop,0.00012170088721888571,0.00012170088721888571
TI3000279_PLAS__ermem,3.174013361836112e-05,3.174013361836112e-05
R03572__mito,0.0,0.0
R11891__mito,0.0,0.0
R00293__cytop,1.4788063582920573e-05,1.4788063582920573e-05
R06412__chlo,0.0,0.0
EX_C03541__dra,0.0,0.0
T_ACACtx__permem,0.0,0.0
R01456__e_r_,0.0,0.0
R00103__nucl,0.0,0.0
T_H__ermem,0.025554050160054267,0.025554050160054267
R05979__e_r_,0.0,0.0
R01975__pero,0.0,0.0
TO1000138_PLAS__plas,0.0,0.0
R10092__chlo,0.10592526673677086,0.10592526673677086
R08380__e_r_,0.0,0.0
R01768__cytop,0.0,0.0
EX_C00238__dra,0.0,0.0
RXN_16094__e_r_,0.0,0.0
R05586__mito,0.0,0.0
R11896__chlo,0.0,0.0
